I1748	I1748	Argentina	Antigas	Antigas	0.00889006	0.0610494	0.0330935	0.00933229	-0.0209143	-0.0549162	0.0181442	0.0376895	-0.0136193	-0.0168208	-0.00426874	-0.0171198	-0.0232118	-0.00350588	0.00990691	-0.00193653	0.0271613	-0.0271435	-0.0214196	0.000956043
I1752	I1752	Chile	Antigas	Antigas	-0.0150459	0.0171079	0.032542	-0.0396536	-0.00629398	-0.0172344	-0.00694127	-0.00117382	-0.0121073	0.0533903	0.0317682	-0.034262	-0.0450525	0.0102436	0.0263804	0.0205755	-0.0287579	-0.00878266	-0.0147401	-0.00592025
I1753	I1753	Chile	Antigas	Antigas	-0.0149073	0.0188191	0.0351638	-0.0407992	-0.000992004	-0.0155907	-0.00853326	0.000907941	-0.000376194	0.0156464	0.00197442	-0.000272275	-0.0242343	0.0134938	0.0362234	0.0304696	-0.0192485	-0.00145394	0.00632182	-0.0313586
I1754	I1754	Chile	Antigas	Antigas	-0.016655	0.0135223	0.0318623	-0.0419828	-0.00547324	-0.0138669	-0.00824562	-0.000260913	-0.00923922	0.0401662	0.0280407	-0.0242737	-0.0326297	0.0134961	0.04008	0.0114504	-0.0268783	-0.00298077	-0.0190849	-0.00800018
I2230	I2230	Argentina	Antigas	Antigas	-0.014089	0.0205731	0.0323959	-0.03394	-0.00710809	-0.018068	-0.00247064	0.0107015	-0.00835992	0.0219638	0.0121233	-0.0208003	-0.016614	0.00807932	0.0244541	-0.01715	-0.00654193	-0.0521785	-0.000787621	0.0118011
I2232	I2232	Argentina	Antigas	Antigas	0.0109131	0.0744709	0.0393308	0.0162113	-0.00712178	-0.0590185	0.0252194	0.0298595	-0.0703585	0.0466206	0.086866	-0.0530245	-0.0923206	-0.00562092	-0.0552604	0.015298	-0.0115927	-0.00456998	0.0412412	0.126284
I2261	I2261	Peru	Antigas	Antigas	-0.0184806	0.0110835	0.0304673	-0.0462096	-0.00175521	-0.0118542	-0.00733085	-0.00214491	-0.0022852	0.0223865	0.00720128	-0.0127181	-0.0251031	-0.0144977	0.0537434	-0.00790644	-0.0481937	-0.0518437	-0.000496253	-0.0141694
I2537	I2537	Chile	Antigas	Antigas	-0.00876026	0.036811	0.040486	-0.0289767	-0.011658	-0.00941462	-0.00847892	-0.00371616	0.00273621	0.00549753	-0.00874935	-0.0266055	-0.0208169	8.55E-05	0.0379289	0.00236916	-0.0468898	0.00454815	-0.0573104	-0.0520849
I2551	I2551	Peru	Antigas	Antigas	-0.0158908	0.016854	0.0340069	-0.041079	0.00123522	-0.0126414	-0.00856189	-0.00251224	-0.0191193	0.029674	0.0297779	-0.0204073	-0.0258991	-0.00031311	0.0407588	0.0136664	-0.00362981	-0.00601281	-0.0167448	-0.0612392
I3443	I3443	Belize	Antigas	Antigas	-0.0044689	0.0450812	0.0402174	-0.014505	-0.0118777	-0.0231581	0.00386877	0.0301014	-0.0326472	0.0141249	-0.00176953	-0.00566831	-0.0144911	-0.0118183	0.0545898	0.0294074	-0.0294347	-0.0192234	-0.00702761	-0.0183252
I5456	I5456	Belize	Antigas	Antigas	-0.00470069	0.0441987	0.0412008	-0.0183346	-0.00798119	-0.00697359	-0.0059062	3.81E-05	-0.0187113	0.0330229	0.0185981	-0.0347238	-0.0335938	0.0155403	0.0323718	0.00245142	-0.0450952	-0.00263973	-0.0229715	-0.0401778
I5457	I5457	Belize	Antigas	Antigas	0.00119927	0.0573687	0.0416809	-0.00498851	-0.011649	-0.0361571	0.00177254	0.0115348	-0.0368877	0.0636162	0.0567422	-0.0600207	-0.073662	0.018025	-0.0125844	0.00476851	0.0189844	-0.000419776	-0.00165036	-0.0519831
I7086	I7086	Argentina	Antigas	Antigas	0.00812063	0.0731757	0.0447725	0.00941872	-0.0113829	-0.0571206	0.00715463	0.0348718	-0.0249018	0.0327165	0.0466907	-0.0194378	-0.0554945	0.0152015	0.000149834	0.0411803	-0.00173868	-0.00719765	0.00674166	0.0725935
I7088	I7088	Argentina	Antigas	Antigas	0.0100935	0.0658598	0.0370741	0.0114673	-0.0259972	-0.0849267	-0.0172272	-0.150497	-0.100719	-0.0265679	4.70E-05	-0.0378429	-0.0320566	-0.0118224	-0.0907495	-0.0566023	0.0523464	-0.0112218	-0.0227451	-0.0196787
I7090	I7090	Argentina	Antigas	Antigas	0.00575572	0.06475	0.0403423	0.00472509	-0.0180939	-0.0393297	0.010596	0.0432403	-0.0164035	-0.0255679	0.0691377	-0.0396733	-0.0539788	0.0215133	-0.0153198	0.0300925	0.031802	-0.010926	0.0508875	0.062506
I8348	I8348	Argentina	Antigas	Antigas	0.00343754	0.0637513	0.043371	-0.000544313	-0.0194288	-0.0551589	-0.00476794	-0.0180085	-0.0105971	-0.028251	-0.0194259	-0.0309374	-0.024001	0.000274853	-0.00969748	0.0550468	-0.0090806	-0.0327416	0.0155071	0.0243412
I8349	I8349	Argentina	Antigas	Antigas	-0.0085758	0.0312522	0.0341289	-0.0232879	-0.00332867	-0.0207018	0.00504662	0.0274921	-0.0285758	-0.00874575	-0.0104868	-0.0128942	-0.0201522	-0.00575882	0.0194716	0.00817437	-0.00323917	-0.0167146	-0.00699248	-0.00862832
I8350	I8350	Argentina	Antigas	Antigas	0.00701071	0.0652624	0.0394873	0.0120176	-0.0260182	-0.0334334	0.0144605	0.0476986	-0.0658398	-0.0362043	-0.0107596	-0.0271015	-0.0428497	0.031681	0.0166952	0.0110668	0.00157865	-0.0107978	0.00489139	0.00687851
I9054	d	Brazil	Antigas	Antigas	-0.0201546	0.00146164	0.0262352	-0.0450876	-0.00455301	-0.00767221	-0.0215558	-0.0578173	-0.000745372	-0.0178606	-0.0140144	0.00201406	0.00831437	-0.00898458	-0.038628	-0.0745052	0.105108	-0.111282	-0.149792	0.108267
I9055	d	Brazil	Antigas	Antigas	0.00804954	0.0752725	0.0532835	-0.00589301	-0.0321087	0.102234	-0.0290593	-0.0311069	0.178201	-0.309084	0.517527	0.169318	-0.00152246	0.0203395	-0.0553269	0.0859327	0.0678434	-0.0875163	0.0527785	0.00694038
I9056	d	Brazil	Antigas	Antigas	-0.000368674	0.0423073	0.0314425	-0.00827409	-0.00723691	-0.0135163	0.0105592	0.0291919	-0.0581397	-0.0220697	-0.0138981	0.0285859	-0.00164424	-0.0113295	-0.0830468	0.00344447	-0.0249876	-0.0347767	0.0458472	0.0164353
I9057	d	Brazil	Antigas	Antigas	0.00703948	0.0755468	0.0563821	-0.0171178	-0.0250806	-0.131213	-0.11972	-0.596396	-0.188066	-0.130327	-0.0228224	0.00292068	0.0545858	-0.00407439	-0.0366157	-0.0507852	-0.0275319	0.0136145	-0.00367183	0.0360925
I9058	d	Brazil	Antigas	Antigas	0.00937282	0.058079	0.0451459	0.0067093	-0.0218227	-0.00881923	0.0181088	0.0239217	-0.0664972	-0.0684336	-0.0582014	-0.00383634	-0.00969776	-0.0703257	-0.147489	0.0857792	-0.0236231	-0.0030675	0.242302	0.0763254
LAR001	LAR001	Brazil	Antigas	Antigas	-0.0320604	-0.0318166	0.0158998	-0.0587994	0.0101492	0.0155224	-0.0026401	-0.00492222	-0.0418607	0.0920781	0.0446883	-0.0312213	-0.0313162	-0.0188087	0.110959	0.0450067	-0.0612708	0.00930157	0.00123921	-0.0359676
LAR002	LAR002	Brazil	Antigas	Antigas	-0.0265033	-0.0163641	0.0189671	-0.0533185	-0.00186172	0.0118915	-0.00479134	0.0149462	-0.0421995	0.0427808	0.0241801	0.0144815	0.0100071	0.0175613	0.143446	0.0305027	-0.0266424	-0.0160626	0.0307519	-0.0718393
MOS001	MOS001	Brazil	Antigas	Antigas	-0.0228212	0.00270348	0.0314319	-0.0509473	0.0023516	0.00522284	-0.0214512	-0.031216	0.00565291	0.0584516	0.0480599	-0.00210158	0.062274	0.00926888	0.19484	0.0363742	-0.0300456	0.00704095	-0.0359357	-0.146806
I0712	I0712	USA	Antigas	Antigas	0.00256046	0.0524078	0.0379835	0.00654809	-0.0163876	-0.0422626	0.00348103	0.0196168	0.003683	0.0327207	0.0208802	-0.0212623	-0.0219188	0.0291918	-0.0490837	-0.008787	0.0398569	0.0372238	-0.0129467	-0.000881786
I0719	I0719	USA	Antigas	Antigas	-0.0309158	-0.0244639	0.0199471	-0.0441678	0.0103894	0.00366845	-0.00110808	-0.00228857	-0.00615759	0.0104669	0.0217396	0.0184362	0.0203486	-0.00950803	-0.0601581	-0.0281117	0.0477244	0.034376	0.00110253	0.0472812
I0721	I0721	USA	Antigas	Antigas	0.0130418	0.0729014	0.0379105	0.0257339	-0.0305598	-0.0544931	0.0156025	0.0458246	-0.015184	-0.0269367	-0.0154314	0.0409114	-0.0323984	0.0147153	-0.0474178	0.027006	0.0335598	-0.017269	-0.00119008	0.0323371
I10427	I10427	Canada	Antigas	Antigas	0.0110338	0.0615588	0.035138	0.0400129	-0.0288207	-0.049014	0.0159377	0.0379289	-0.000672077	-0.00871682	-0.00592054	-0.015495	-0.0111298	0.00121009	-0.0155921	0.00851405	0.063789	0.0287481	0.0191863	0.0486742
I1118	I1118	USA	Antigas	Antigas	-0.0131733	0.0159363	0.0296169	-0.0165935	-0.00506571	0.00734654	-0.00633075	-0.0172256	0.00353645	0.0234435	0.0231572	-0.00114689	0.0159008	0.00761684	0.037993	0.00740769	-0.0270324	0.0276347	-0.00706953	-0.0263825
I1123	I1123	USA	Antigas	Antigas	0.00941534	0.0724175	0.0448145	0.0236978	-0.00873797	-0.0335914	0.0137403	0.0465492	-0.0279515	-0.0156439	-0.0148503	-0.0289217	0.0103898	0.0211604	0.0407127	-0.00538131	0.00340147	0.00804851	-0.0162103	-0.0154091
I1124	I1124	USA	Antigas	Antigas	0.00895841	0.07267	0.0446767	0.0188891	-0.0322637	0.0195036	0.00275577	-0.0177333	-0.0244898	-0.0617389	0.019245	-0.0286924	-0.00624022	-0.0270295	-0.0178564	-0.00695427	-0.0639204	0.0338655	0.024219	0.00530345
I1125	I1125	USA	Antigas	Antigas	-0.00934179	0.0256245	0.0326374	-0.00893315	-0.008325	-0.0165175	-0.00691277	-0.0121058	0.0075036	0.0385958	0.00831149	0.00560502	0.00263865	0.0205909	0.0395949	0.0430519	-0.00988611	0.020955	-0.00625682	-0.0582645
I1126	I1126	USA	Antigas	Antigas	0.0109901	0.0730055	0.0389446	0.0274373	-0.0365241	-0.0415647	0.0192524	0.032435	-0.0585337	-0.0416638	0.0114433	-0.0355561	-0.0255919	0.0021144	-0.0294839	0.00257984	0.00540751	0.0556702	0.00448274	0.0612559
I1127	I1127	USA	Antigas	Antigas	-0.00916249	0.0253813	0.0333121	-0.0088842	-0.00686905	0.00470382	-0.00873079	-0.0162982	-0.00634846	0.0379234	0.00685755	-0.0168627	0.00454699	0.0134301	0.031789	0.00686756	0.010581	0.000688334	4.02E-05	-0.01611
I1128	I1128	USA	Antigas	Antigas	-0.000253859	0.0470894	0.037826	0.00688516	-0.0164939	-0.0251814	0.0015363	-0.024411	-0.0494063	-0.00495021	7.71E-05	-0.0172718	0.010786	-0.0177533	0.0316207	-0.0158203	0.0174651	0.0201878	0.0171807	-0.0257426
I1129	I1129	USA	Antigas	Antigas	-0.00444674	0.0383136	0.0340876	0.0022779	-0.0169762	-0.0149415	-0.000208753	-0.00234003	-0.0194878	-0.0123827	0.0321732	-0.0183127	-0.0098483	0.0193837	-0.00269443	0.0131754	-0.00247177	0.0328376	0.0237513	0.0420906
I5320	I5320	USA	Antigas	Antigas	-0.018861	0.00158325	0.0255643	-0.0338745	0.000826968	-0.000214834	-0.0122605	-0.0139825	0.0161543	0.045651	0.00461835	0.0111776	0.0182795	0.00641905	-0.00349165	-0.0293015	0.00974748	-0.0240541	0.0102389	-0.02453
I5321	I5321	USA	Antigas	Antigas	-0.0202562	-0.00121874	0.0259574	-0.0360277	0.00268366	-0.00667964	-0.0115668	-0.00894833	0.0305784	0.0461615	0.0100802	0.0171598	0.00609582	-0.00414856	-0.000768052	0.0141715	-0.0191178	0.018872	0.0147655	0.0107748
I5319	I5319	USA	Antigas	Antigas	-0.0362622	-0.0486407	0.0054419	-0.0535946	0.0138541	0.0042655	-0.0128122	-0.0320942	0.0245737	0.0385233	0.0131742	0.0191807	-0.000498222	0.000264289	-0.0196844	0.00360692	0.0119012	0.00390552	0.00660491	-0.0310173
USR2	USR2	USA	Antigas	Antigas	-0.0450988	-0.00897903	0.0507621	-0.0821067	-0.00594881	0.141731	-0.052356	-0.038575	0.211597	0.0617867	0.145393	0.138604	0.138577	-0.0360977	0.174842	-0.120319	0.0423341	-0.0210653	-0.0367991	-0.122633
USR1	USR1	USA	Antigas	Antigas	-0.0342812	-0.0424607	0.00758209	-0.0574878	0.0121073	0.0157744	-0.00993644	-0.00867903	0.0334244	0.0304229	0.00415507	0.0374226	0.0511435	-0.0166883	-0.0372781	-0.0545663	-0.000400142	0.0168191	0.00340003	0.0377802
516	516	Canada	Antigas	Antigas	-0.0458259	-0.0426363	0.0270491	-0.0990804	0.0146797	0.0198557	-0.0139063	0.0249609	-0.0162182	0.0871903	0.0436514	-0.0384116	0.255786	0.0271702	-0.0103292	0.0624352	0.127234	0.0505675	0.142455	0.111296
125	125	Canada	Antigas	Antigas	-0.0051012	0.0326546	0.0301027	-0.014128	-0.0134809	-0.0161786	0.01008	0.0259184	-0.0231505	-0.0403689	0.0213135	0.00957132	0.0550007	-0.020404	-0.046478	-0.0127132	0.0265558	0.114459	0.0040124	-0.0226542
158	158	Canada	Antigas	Antigas	-0.0133017	0.0221845	0.0403192	-0.043771	0.0227326	-0.00730614	-0.00545897	0.00263996	-0.0503242	0.0387297	0.0237876	0.0637747	0.151604	0.0176107	0.183371	-0.104671	0.0694136	0.420439	0.278173	-0.0437943
163	163	Canada	Antigas	Antigas	0.0148146	0.120751	0.108771	0.0495062	0.640845	-0.0133341	-0.0058122	-0.0152624	0.0504113	-0.0292746	-0.0331937	-0.0115095	-0.0198083	-0.00100267	-0.00830081	0.0244822	-0.0198945	-0.0565672	-0.0250801	-0.0168077
167	167	Canada	Antigas	Antigas	0.000607818	0.0542977	0.0448196	0.00331034	0.124022	-0.0255395	0.0104724	0.0332903	-0.0156511	-0.0196322	-0.00529012	-0.00506739	0.00693472	-0.00600048	-0.0471819	-0.0082187	0.0180826	0.0251239	-0.0181082	0.00257463
168	168	Canada	Antigas	Antigas	-0.0173496	0.0160201	0.0376426	-0.0432644	0.0112479	-0.0107879	-0.00203617	0.0213811	-0.00924202	0.0671887	0.0497887	0.00181217	0.0327343	0.00631593	0.0128029	-0.00121282	0.0195552	0.0546423	0.0126272	0.0702354
181	181	Canada	Antigas	Antigas	-0.019144	0.0116695	0.034634	-0.053961	-0.00336758	0.000528524	-0.00894665	0.0102784	-0.00841863	0.0381308	0.0013327	0.0532075	0.0593814	0.0111646	0.0333739	0.00381397	0.0439979	0.0565588	0.03402	0.0868285
300	300	Canada	Antigas	Antigas	-0.00890007	0.0294361	0.0378944	-0.032848	-0.0109037	-0.0269175	-0.0151942	-0.0220439	0.0420215	0.0198475	0.00310119	0.0187917	0.0577741	0.0108604	0.0158415	-0.00882408	0.0732806	0.0296641	-0.014473	0.0297156
302	302	Canada	Antigas	Antigas	-0.0228925	-0.00284347	0.0262205	-0.0521139	0.0067072	7.76E-05	-0.0125684	0.000982805	0.0468602	0.0279293	0.00213613	0.0478095	0.0369819	-0.0338206	-0.0317347	-0.0567423	-0.00639444	0.00299611	-0.0559611	-0.0509475
311	311	Canada	Antigas	Antigas	-0.0125599	0.0251648	0.0379549	-0.0330122	0.0596894	-0.00491089	0.00684053	0.01912	-0.0461399	0.00706809	0.0100585	-0.00508644	0.0586024	-0.0255919	-0.0283017	-0.051164	0.0595529	0.0374998	-0.000151414	0.0850549
318	318	Canada	Antigas	Antigas	-0.00330206	0.0487159	0.0471086	-0.00913676	0.131889	0.0134174	0.0109793	0.0418369	-0.0497502	-0.0454019	0.070625	0.097624	0.0301051	0.0173538	0.0412106	0.0138881	0.028653	0.0761585	0.0284631	-0.0134207
322	322	Canada	Antigas	Antigas	-0.00611147	0.0357296	0.0381729	-0.018686	0.0501666	-0.0138684	0.0097575	0.0390746	-0.0270813	0.00299119	0.0447235	0.0182548	0.0419833	-0.00350023	-0.00224242	-0.049986	0.0371274	0.0481365	0.0770716	0.0120407
357	357	Canada	Antigas	Antigas	-0.0160059	0.0189426	0.0409141	-0.0439762	0.033858	0.00184478	-1.02E-05	0.0141745	-0.0993069	0.0852509	0.06974	0.0547458	0.0555731	0.0319391	-0.0317486	-0.0426591	0.0117501	0.0975603	0.120067	0.173734
365	365	Canada	Antigas	Antigas	-0.0201957	0.0110092	0.0360883	-0.051674	-0.00402503	-0.001355	-0.00388637	0.0165003	-0.0372623	0.054471	0.0421294	0.0623647	0.0557714	0.0190646	-0.0218643	-0.0239276	0.0455271	0.0322098	-0.0238978	0.0359183
386	386	Canada	Antigas	Antigas	0.00253487	0.0432344	0.029078	0.00290306	-0.0189167	-0.0316826	0.0134471	0.0301945	-0.03766	-0.0220936	0.00212356	0.0160544	-0.00488942	-0.0171537	-0.0595511	0.000829342	0.0399136	0.015316	0.00200817	0.0222806
406	406	Canada	Antigas	Antigas	-0.0102311	0.0261705	0.0324074	-0.0246096	-0.00741911	-0.0363554	0.00766218	0.0217414	-0.0630663	-0.000796245	-0.00205234	-0.0298354	0.0793878	0.0211473	-0.0667346	-0.0225009	0.12923	0.0684411	-0.0971923	0.120399
412	412	Canada	Antigas	Antigas	-3.98E-05	0.0393399	0.0269423	-0.00990655	-0.0131132	-0.0271871	0.0120614	0.038216	-0.0146508	-0.0141762	0.0373582	-0.0291561	-0.00155295	-0.00838305	-0.028138	-0.0421053	0.0950811	-0.0161389	-0.0565891	0.0996608
413	413	Canada	Antigas	Antigas	-0.0125472	0.0234626	0.0358495	-0.0365607	-0.00646857	0.000180576	-0.00165642	0.0206914	-0.00945969	0.0262975	0.050273	0.0209489	0.0874459	0.0114066	0.0480576	-0.0431336	-0.00605107	0.0591342	0.0273211	0.0799904
443	443	Canada	Antigas	Antigas	-0.0339757	-0.0283316	0.0199983	-0.062945	0.0210199	0.0119131	-0.00470411	-0.00746096	-0.000304502	0.0519882	0.0319054	0.0131677	-0.00469346	-0.0251939	-0.094487	-0.0679912	-0.0176777	-0.0178322	-0.0571705	-0.029682
468	468	Canada	Antigas	Antigas	-0.0167488	0.0118804	0.0320117	-0.0455365	-0.0031313	-0.0109775	-0.00204223	0.021418	-0.00474246	0.00597613	-0.0101761	0.00709897	0.0435926	-0.00839351	-0.0189477	0.00122008	0.0687585	0.0499379	0.0733987	0.0575306
470	470	Canada	Antigas	Antigas	-0.0181872	0.0094591	0.0330678	-0.0448258	-0.0040171	-0.00753154	-0.00844088	0.00989606	0.00126123	0.0343328	0.0155699	0.00376133	0.0382438	0.00892253	-0.0371497	-0.0327472	0.0739727	0.0631716	0.0357282	0.00562343
507	507	Canada	Antigas	Antigas	-0.00929043	0.0295467	0.0345851	-0.0260301	-0.0107916	-0.0116877	0.01044	0.0487077	-0.118851	0.0440884	0.0462142	-0.125518	0.4604	0.143451	-0.155582	0.255298	-0.0840417	-0.167689	-0.029965	-0.032304
525	525	Canada	Antigas	Antigas	-0.00634365	0.0332381	0.0399591	-0.03616	-0.0129993	-0.0459952	-0.0154836	-0.0153625	0.00205905	0.0659958	-0.0263295	-0.0232917	0.0772639	0.0683493	0.105912	0.0551039	0.0225492	0.160521	0.14715	0.210826
532	532	Canada	Antigas	Antigas	-0.00913126	0.0288543	0.0372462	-0.0364701	-0.012141	-0.0272153	-0.0104291	0.00938828	0.0408582	0.0347844	0.00257481	0.0056396	0.0624818	0.0300625	0.0123866	-0.00331211	0.0348866	0.10447	0.0463812	0.0522471
ShukaKaa	ShukaKaa	USA	Antigas	Antigas	-0.0203518	0.0050683	0.0163684	-0.0608763	0.0049522	0.000455132	-0.0142092	0.00233902	0.0877297	0.0770536	-0.0670143	0.036036	0.0235989	-0.0134692	-0.0545775	-0.0671282	0.0429691	-0.0567831	-0.235633	0.0216557
